#1
double HeatDemand(10081,2)
0	335.6796
60	345.1353
120	339.2303
180	322.1093
240	342.6671
300	338.9729
360	293.3249
420	301.8546
480	323.7086
540	323.5655
600	294.0507
660	291.5156
720	292.4698
780	274.8389
840	254.7702
900	257.7586
960	350.1728
1020	309.8155
1080	328.3163
1140	300.7996
1200	296.8702
1260	298.0702
1320	287.0666
1380	329.4548
1440	296.7643
1500	307.2119
1560	276.1019
1620	291.8195
1680	298.4372
1740	281.9986
1800	280.5367
1860	317.8016
1920	302.1213
1980	317.7177
2040	314.0430
2100	292.5540
2160	302.3055
2220	261.8391
2280	287.6148
2340	280.9818
2400	277.7063
2460	283.8946
2520	301.0202
2580	271.0010
2640	253.6965
2700	247.6006
2760	296.5442
2820	299.0977
2880	268.7372
2940	280.3491
3000	276.4466
3060	284.9278
3120	265.7267
3180	299.5454
3240	287.7866
3300	282.1817
3360	270.8969
3420	263.2184
3480	282.3986
3540	258.1482
3600	255.6498
3660	369.3370
3720	344.8840
3780	318.3498
3840	341.3951
3900	312.1859
3960	301.7772
4020	284.7111
4080	316.6165
4140	326.1438
4200	321.9863
4260	320.7219
4320	324.2778
4380	308.9378
4440	303.1202
4500	308.4047
4560	326.5670
4620	334.1140
4680	320.1531
4740	308.9671
4800	303.1465
4860	270.6371
4920	276.5028
4980	321.1978
5040	301.1119
5100	282.9904
5160	298.2930
5220	295.4683
5280	286.8246
5340	286.1088
5400	255.7622
5460	314.3147
5520	299.2907
5580	287.8305
5640	315.8164
5700	297.2242
5760	294.2433
5820	302.6077
5880	312.5144
5940	304.9656
6000	295.7433
6060	277.9342
6120	313.5912
6180	291.7616
6240	272.2875
6300	271.0489
6360	315.3119
6420	289.9394
6480	290.3034
6540	297.1019
6600	292.8168
6660	294.2677
6720	286.1430
6780	301.6339
6840	291.4023
6900	280.7642
6960	259.9603
7020	258.3201
7080	266.6421
7140	259.5910
7200	249.8659
7260	344.8930
7320	324.8365
7380	332.2213
7440	336.9595
7500	320.1271
7560	307.9314
7620	262.2757
7680	357.3292
7740	332.7425
7800	334.6061
7860	318.3146
7920	312.3642
7980	315.9512
8040	309.6272
8100	306.8876
8160	325.0015
8220	309.9307
8280	323.9394
8340	296.8548
8400	304.1910
8460	294.6482
8520	288.4600
8580	334.8267
8640	308.9781
8700	294.0056
8760	306.2118
8820	288.4274
