ts,consumer1,consumer2
2019-02-02 20:59:00,434.6973,444.9764
2019-02-02 21:00:00,380.6802,395.5227
2019-02-02 21:01:00,557.0522,534.4382
2019-02-02 21:02:00,509.7076,538.6363
2019-02-02 21:03:00,526.3984,496.8165
2019-02-02 21:04:00,559.3941,491.4263
2019-02-02 21:05:00,525.1296,440.4190
2019-02-02 21:06:00,463.9813,452.7716
2019-02-02 21:07:00,492.4715,445.8596
2019-02-02 21:08:00,513.3580,480.8781
2019-02-02 21:09:00,469.5812,473.5262
2019-02-02 21:10:00,466.3132,478.5205
2019-02-02 21:11:00,474.2313,425.5159
2019-02-02 21:12:00,477.3527,473.0629
2019-02-02 21:13:00,452.0409,435.0546
2019-02-02 21:14:00,427.9893,419.1704
2019-02-02 21:15:00,389.8420,411.7020
2019-02-02 21:16:00,522.7309,465.0192
2019-02-02 21:17:00,447.0747,502.6073
2019-02-02 21:18:00,421.9902,423.1971
2019-02-02 21:19:00,420.0912,479.2660
2019-02-02 21:20:00,399.4382,483.2755
2019-02-02 21:21:00,422.8498,449.6863
2019-02-02 21:22:00,393.3643,414.8511
2019-02-02 21:23:00,466.1992,488.3981
2019-02-02 21:24:00,426.5994,444.7366
2019-02-02 21:25:00,438.4633,452.1056
2019-02-02 21:26:00,415.1463,428.9210
2019-02-02 21:27:00,394.1909,416.3630
2019-02-02 21:28:00,393.0307,410.7223
2019-02-02 21:29:00,390.9899,394.9617
2019-02-02 21:30:00,378.9301,383.5868
2019-02-02 21:31:00,490.6041,465.8277
2019-02-02 21:32:00,461.6159,421.4591
2019-02-02 21:33:00,469.6938,433.9477
2019-02-02 21:34:00,476.3137,465.7796
2019-02-02 21:35:00,461.7198,418.8365
2019-02-02 21:36:00,409.2193,407.3085
2019-02-02 21:37:00,391.9242,413.7093
2019-02-02 21:38:00,453.2709,486.3061
2019-02-02 21:39:00,439.0182,419.1961
2019-02-02 21:40:00,429.8918,429.8918
2019-02-02 21:41:00,409.1049,426.3070
2019-02-02 21:42:00,431.8922,420.9453
2019-02-02 21:43:00,443.6407,368.7030
2019-02-02 21:44:00,373.5614,367.1070
2019-02-02 21:45:00,391.7787,374.7915
2019-02-02 21:46:00,442.9007,415.7954
2019-02-02 21:47:00,419.2233,415.1568
2019-02-02 21:48:00,411.0695,418.8242
2019-02-02 21:49:00,393.7552,409.4307
2019-02-02 21:50:00,419.8222,390.0960
2019-02-02 21:51:00,397.9655,377.2409
2019-02-02 21:52:00,336.9301,394.8842
2019-02-02 21:53:00,358.2538,390.5774
2019-02-02 21:54:00,369.9857,399.7017
2019-02-02 21:55:00,341.2129,398.9223
2019-02-02 21:56:00,350.5435,369.8645
2019-02-02 21:57:00,355.2816,371.9721
2019-02-02 21:58:00,332.4683,385.0714
2019-02-02 21:59:00,340.9343,350.3509
2019-02-02 22:00:00,312.2695,336.1735
2019-02-02 22:01:00,463.6124,426.3924
2019-02-02 22:02:00,406.1081,438.6048
2019-02-02 22:03:00,365.6837,398.9099
2019-02-02 22:04:00,401.7079,428.6127
2019-02-02 22:05:00,395.2545,416.2401
2019-02-02 22:06:00,394.4026,361.3181
2019-02-02 22:07:00,404.8713,344.1244
2019-02-02 22:08:00,365.1706,422.9817
2019-02-02 22:09:00,390.5582,389.9234
2019-02-02 22:10:00,378.4468,369.3524
2019-02-02 22:11:00,351.3543,369.7200
2019-02-02 22:12:00,355.0003,389.1869
2019-02-02 22:13:00,356.2227,358.4343
2019-02-02 22:14:00,344.3506,364.3310
2019-02-02 22:15:00,300.2661,328.5819
2019-02-02 22:16:00,385.8150,411.1003
2019-02-02 22:17:00,364.7238,426.3208
2019-02-02 22:18:00,372.8848,374.5986
2019-02-02 22:19:00,381.4943,383.6670
2019-02-02 22:20:00,378.7838,363.9245
2019-02-02 22:21:00,377.0480,386.2583
2019-02-02 22:22:00,356.7163,378.3465
2019-02-02 22:23:00,391.9499,356.0645
2019-02-02 22:24:00,387.4786,350.0503
2019-02-02 22:25:00,340.4361,344.1392
2019-02-02 22:26:00,322.2068,336.7824
2019-02-02 22:27:00,327.7561,355.0261
2019-02-02 22:28:00,313.9477,347.3143
2019-02-02 22:29:00,308.4424,322.3410
2019-02-02 22:30:00,294.6820,318.1683
2019-02-02 22:31:00,393.6154,366.6200
2019-02-02 22:32:00,358.4253,373.9867
2019-02-02 22:33:00,360.6341,341.6448
2019-02-02 22:34:00,387.9477,360.4690
2019-02-02 22:35:00,348.8747,357.3434
2019-02-02 22:36:00,352.7949,350.3435
2019-02-02 22:37:00,336.0778,345.7856
2019-02-02 22:38:00,381.1525,339.2572
2019-02-02 22:39:00,363.7602,334.4947
2019-02-02 22:40:00,347.8481,304.2794
2019-02-02 22:41:00,339.7620,311.4388
2019-02-02 22:42:00,379.1959,292.7098
2019-02-02 22:43:00,332.2239,307.4373
2019-02-02 22:44:00,318.8686,300.6749
2019-02-02 22:45:00,322.4188,288.8290
2019-02-02 22:46:00,370.8342,346.7003
2019-02-02 22:47:00,321.1995,340.0284
2019-02-02 22:48:00,292.5974,349.6233
2019-02-02 22:49:00,327.6151,315.8497
2019-02-02 22:50:00,310.6316,324.1060
2019-02-02 22:51:00,323.8287,319.8446
2019-02-02 22:52:00,302.8718,294.5008
2019-02-02 22:53:00,329.9474,319.7829
2019-02-02 22:54:00,323.9035,338.0464
2019-02-02 22:55:00,317.6154,288.4399
2019-02-02 22:56:00,315.4118,290.6016
2019-02-02 22:57:00,273.1279,295.4140
2019-02-02 22:58:00,278.0486,273.8867
2019-02-02 22:59:00,282.2143,293.3763
2019-02-02 23:00:00,252.3149,277.8530
2019-02-02 23:01:00,336.1483,355.7750
2019-02-02 23:02:00,358.4702,338.2375
2019-02-02 23:03:00,335.1584,333.6936
2019-02-02 23:04:00,360.5568,343.3155
2019-02-02 23:05:00,312.0804,329.8802
2019-02-02 23:06:00,360.6040,303.5601
2019-02-02 23:07:00,313.0984,312.6482
2019-02-02 23:08:00,335.0007,351.8849
2019-02-02 23:09:00,341.0604,332.3942
2019-02-02 23:10:00,301.8691,350.6067
2019-02-02 23:11:00,318.3734,307.6716
2019-02-02 23:12:00,294.6771,322.4075
2019-02-02 23:13:00,303.4950,309.7716
2019-02-02 23:14:00,300.0101,310.6945
2019-02-02 23:15:00,296.5645,293.7414
2019-02-02 23:16:00,338.0760,356.8351
2019-02-02 23:17:00,329.1372,352.4705
2019-02-02 23:18:00,317.2988,324.5817
2019-02-02 23:19:00,335.4753,349.5339
2019-02-02 23:20:00,325.7554,321.5071
2019-02-02 23:21:00,275.4293,338.9657
2019-02-02 23:22:00,292.8106,318.0810
2019-02-02 23:23:00,309.3321,333.2979
2019-02-02 23:24:00,294.7421,331.6499
2019-02-02 23:25:00,291.0309,294.1240
2019-02-02 23:26:00,264.6997,297.7489
2019-02-02 23:27:00,278.1183,314.7160
2019-02-02 23:28:00,274.9154,279.7598
2019-02-02 23:29:00,278.9808,276.9304
2019-02-02 23:30:00,279.8687,261.8258
2019-02-02 23:31:00,317.9267,326.2982
2019-02-02 23:32:00,333.4141,324.0712
2019-02-02 23:33:00,307.3764,301.8303
2019-02-02 23:34:00,339.8243,302.8393
2019-02-02 23:35:00,306.7394,329.0165
2019-02-02 23:36:00,298.9385,282.5500
2019-02-02 23:37:00,276.1772,281.2832
2019-02-02 23:38:00,323.7390,310.7520
2019-02-02 23:39:00,299.0308,284.3520
2019-02-02 23:40:00,292.8043,283.5842
2019-02-02 23:41:00,263.2786,277.8451
2019-02-02 23:42:00,283.8683,273.1054
2019-02-02 23:43:00,269.3084,259.5889
2019-02-02 23:44:00,277.3455,252.4609
2019-02-02 23:45:00,258.7309,253.4593
2019-02-02 23:46:00,305.9797,323.6871
2019-02-02 23:47:00,286.5978,298.6034
2019-02-02 23:48:00,281.7638,300.2580
2019-02-02 23:49:00,318.6722,296.4916
2019-02-02 23:50:00,279.0610,314.3084
2019-02-02 23:51:00,299.4208,272.9903
2019-02-02 23:52:00,289.7083,283.0871
2019-02-02 23:53:00,303.5603,284.0402
2019-02-02 23:54:00,282.5845,291.9241
2019-02-02 23:55:00,281.2066,266.3414
2019-02-02 23:56:00,272.3917,272.2144
2019-02-02 23:57:00,308.9228,258.8182
2019-02-02 23:58:00,261.4376,248.5215
2019-02-02 23:59:00,275.6597,243.9936
2019-02-03 00:00:00,269.3827,247.5173
2019-02-03 00:01:00,317.7287,313.9662
2019-02-03 00:02:00,296.5819,298.0694
2019-02-03 00:03:00,278.3154,307.0138
2019-02-03 00:04:00,302.4402,337.8792
2019-02-03 00:05:00,297.4401,305.7681
2019-02-03 00:06:00,283.4516,312.0598
2019-02-03 00:07:00,277.7302,297.8361
2019-02-03 00:08:00,325.2447,321.4864
2019-02-03 00:09:00,283.0237,321.8924
2019-02-03 00:10:00,287.2747,296.5338
2019-02-03 00:11:00,277.7162,295.1497
2019-02-03 00:12:00,303.0886,301.7228
2019-02-03 00:13:00,272.5622,278.9878
2019-02-03 00:14:00,274.2876,286.4239
2019-02-03 00:15:00,272.7655,273.7553
2019-02-03 00:16:00,288.5032,321.8196
2019-02-03 00:17:00,294.2187,299.5211
2019-02-03 00:18:00,299.9553,321.6550
2019-02-03 00:19:00,313.3982,328.6356
2019-02-03 00:20:00,309.8240,308.6890
2019-02-03 00:21:00,282.9569,291.9134
2019-02-03 00:22:00,288.5958,293.5473
2019-02-03 00:23:00,310.7477,321.1556
2019-02-03 00:24:00,287.1836,306.9842
2019-02-03 00:25:00,295.2086,297.8423
2019-02-03 00:26:00,281.6267,303.6086
2019-02-03 00:27:00,289.4987,280.0040
2019-02-03 00:28:00,290.6478,286.9041
2019-02-03 00:29:00,290.2651,283.5419
2019-02-03 00:30:00,259.2182,290.6294
2019-02-03 00:31:00,313.8290,298.0928
2019-02-03 00:32:00,311.1465,288.0681
2019-02-03 00:33:00,320.2053,287.8122
2019-02-03 00:34:00,311.4621,285.0422
2019-02-03 00:35:00,308.5258,283.0688
2019-02-03 00:36:00,294.1219,282.9608
2019-02-03 00:37:00,268.2093,279.9593
2019-02-03 00:38:00,330.6407,304.3530
2019-02-03 00:39:00,313.4633,299.5416
2019-02-03 00:40:00,312.4865,274.9966
2019-02-03 00:41:00,309.5399,261.4527
2019-02-03 00:42:00,276.5852,265.7243
2019-02-03 00:43:00,285.4525,281.1793
2019-02-03 00:44:00,271.9373,284.8010
2019-02-03 00:45:00,280.6554,254.5897
2019-02-03 00:46:00,321.7181,313.1438
2019-02-03 00:47:00,284.7201,284.9652
2019-02-03 00:48:00,270.6968,290.1287
2019-02-03 00:49:00,302.0622,297.6196
2019-02-03 00:50:00,288.2183,274.9620
2019-02-03 00:51:00,288.0645,271.1531
2019-02-03 00:52:00,272.6075,267.3849
2019-02-03 00:53:00,308.5356,299.8129
2019-02-03 00:54:00,310.9063,281.6840
2019-02-03 00:55:00,292.1307,291.5902
2019-02-03 00:56:00,303.8657,258.1033
2019-02-03 00:57:00,294.7495,280.6948
2019-02-03 00:58:00,271.2172,280.5753
2019-02-03 00:59:00,256.4702,277.3724
2019-02-03 01:00:00,240.1416,253.6160
2019-02-03 01:01:00,321.1476,377.2691
2019-02-03 01:02:00,342.1104,331.4961
2019-02-03 01:03:00,318.3615,346.2851
2019-02-03 01:04:00,345.5756,320.3541
2019-02-03 01:05:00,330.9072,317.2961
2019-02-03 01:06:00,298.1732,303.8064
2019-02-03 01:07:00,303.7609,312.1567
2019-02-03 01:08:00,310.1940,323.3496
2019-02-03 01:09:00,303.7149,301.5315
2019-02-03 01:10:00,304.2998,297.5652
2019-02-03 01:11:00,280.9717,296.5888
2019-02-03 01:12:00,297.0188,303.0555
2019-02-03 01:13:00,280.8093,295.2830
2019-02-03 01:14:00,284.6991,296.0789
2019-02-03 01:15:00,269.3434,270.6895
2019-02-03 01:16:00,337.9264,361.9701
2019-02-03 01:17:00,289.2188,330.9302
2019-02-03 01:18:00,280.6857,327.7705
2019-02-03 01:19:00,317.2917,323.2401
2019-02-03 01:20:00,306.9993,307.4515
2019-02-03 01:21:00,307.7333,300.5077
2019-02-03 01:22:00,269.8720,285.6730
2019-02-03 01:23:00,340.6485,376.8421
2019-02-03 01:24:00,300.7961,344.8561
2019-02-03 01:25:00,294.2422,304.8139
2019-02-03 01:26:00,270.6073,312.2679
2019-02-03 01:27:00,319.7133,318.9535
2019-02-03 01:28:00,319.2938,303.9567
2019-02-03 01:29:00,289.8269,291.9703
2019-02-03 01:30:00,248.8862,278.0175
2019-02-03 01:31:00,333.7488,291.4031
2019-02-03 01:32:00,284.2538,295.9051
2019-02-03 01:33:00,298.0689,292.7446
2019-02-03 01:34:00,327.0080,312.3761
2019-02-03 01:35:00,320.0068,287.0809
2019-02-03 01:36:00,291.7511,277.2383
2019-02-03 01:37:00,307.5829,282.6221
2019-02-03 01:38:00,321.6233,298.2163
2019-02-03 01:39:00,318.5514,282.2213
2019-02-03 01:40:00,317.7638,296.6530
2019-02-03 01:41:00,296.2716,270.1239
2019-02-03 01:42:00,313.5366,292.9896
2019-02-03 01:43:00,306.8090,279.0231
2019-02-03 01:44:00,299.1933,289.7709
2019-02-03 01:45:00,269.8308,249.2335
2019-02-03 01:46:00,331.3803,309.0697
2019-02-03 01:47:00,322.4395,321.1849
2019-02-03 01:48:00,312.7745,318.6843
2019-02-03 01:49:00,336.0317,295.3227
2019-02-03 01:50:00,286.3367,283.3919
2019-02-03 01:51:00,299.8323,287.7666
2019-02-03 01:52:00,287.8245,280.3806
2019-02-03 01:53:00,311.2805,294.1374
2019-02-03 01:54:00,317.2878,288.0246
2019-02-03 01:55:00,319.7723,269.0180
2019-02-03 01:56:00,316.1924,272.2615
2019-02-03 01:57:00,269.5593,303.7643
2019-02-03 01:58:00,280.4061,277.2769
2019-02-03 01:59:00,272.8228,258.3304
2019-02-03 02:00:00,254.2277,245.5763
2019-02-03 02:01:00,350.3327,330.8090
2019-02-03 02:02:00,337.1441,327.9537
2019-02-03 02:03:00,339.7429,300.7091
2019-02-03 02:04:00,317.0743,304.1349
2019-02-03 02:05:00,306.9941,314.1369
2019-02-03 02:06:00,290.1732,302.9345
2019-02-03 02:07:00,299.7150,302.0649
2019-02-03 02:08:00,345.5695,333.1423
2019-02-03 02:09:00,330.6751,333.0931
2019-02-03 02:10:00,322.7285,323.4419
2019-02-03 02:11:00,303.9123,293.6158
2019-02-03 02:12:00,296.9189,313.1514
2019-02-03 02:13:00,286.4363,300.7963
2019-02-03 02:14:00,281.6127,295.2582
2019-02-03 02:15:00,263.4735,285.3728
2019-02-03 02:16:00,333.0817,361.9081
2019-02-03 02:17:00,320.5415,331.8347
2019-02-03 02:18:00,294.6944,328.3035
2019-02-03 02:19:00,343.4910,347.8804
2019-02-03 02:20:00,314.3165,340.4798
2019-02-03 02:21:00,304.4812,316.1071
2019-02-03 02:22:00,297.0696,306.2013
2019-02-03 02:23:00,346.4165,313.3603
2019-02-03 02:24:00,324.2859,325.1681
2019-02-03 02:25:00,317.2260,322.3488
2019-02-03 02:26:00,287.7623,292.4905
2019-02-03 02:27:00,315.4993,301.3383
2019-02-03 02:28:00,307.8027,294.7189
2019-02-03 02:29:00,311.9039,269.7860
2019-02-03 02:30:00,284.6504,276.0313
2019-02-03 02:31:00,353.7139,386.4541
2019-02-03 02:32:00,332.6311,361.3913
2019-02-03 02:33:00,336.8636,336.9625
2019-02-03 02:34:00,339.5500,357.0615
2019-02-03 02:35:00,341.2205,352.1548
2019-02-03 02:36:00,327.9847,343.3940
2019-02-03 02:37:00,315.3032,308.0887
2019-02-03 02:38:00,346.3572,329.6858
2019-02-03 02:39:00,336.3968,322.0234
2019-02-03 02:40:00,334.7340,323.9782
2019-02-03 02:41:00,326.1589,308.2498
2019-02-03 02:42:00,332.4934,337.7262
2019-02-03 02:43:00,327.0452,334.7881
2019-02-03 02:44:00,318.2662,291.4699
2019-02-03 02:45:00,302.0031,289.6717
2019-02-03 02:46:00,349.6900,329.6141
2019-02-03 02:47:00,338.5552,335.1557
2019-02-03 02:48:00,310.9151,323.3290
2019-02-03 02:49:00,347.7900,333.6977
2019-02-03 02:50:00,295.4393,330.3321
2019-02-03 02:51:00,297.3596,314.9415
2019-02-03 02:52:00,278.3109,307.2704
2019-02-03 02:53:00,364.9941,321.7720
2019-02-03 02:54:00,321.1911,301.0132
2019-02-03 02:55:00,308.2678,308.2128
2019-02-03 02:56:00,293.8830,273.6935
2019-02-03 02:57:00,328.9833,300.9402
2019-02-03 02:58:00,301.0226,290.6945
2019-02-03 02:59:00,275.0471,282.5496
2019-02-03 03:00:00,272.4504,264.2477
2019-02-03 03:01:00,377.3674,348.4725
2019-02-03 03:02:00,363.1653,392.3239
2019-02-03 03:03:00,337.0889,356.8942
2019-02-03 03:04:00,395.4458,382.0977
2019-02-03 03:05:00,348.8957,346.6885
2019-02-03 03:06:00,348.9775,326.0783
2019-02-03 03:07:00,327.2698,354.2362
2019-02-03 03:08:00,377.2548,388.5996
2019-02-03 03:09:00,366.6206,366.8621
2019-02-03 03:10:00,361.3084,336.7790
2019-02-03 03:11:00,348.3905,351.0268
2019-02-03 03:12:00,357.6238,359.5918
2019-02-03 03:13:00,359.2001,347.6175
2019-02-03 03:14:00,352.2840,310.3312
2019-02-03 03:15:00,339.9059,324.6316
2019-02-03 03:16:00,374.8747,398.3889
2019-02-03 03:17:00,384.6542,395.3951
2019-02-03 03:18:00,361.3667,378.8038
2019-02-03 03:19:00,359.2278,398.9083
2019-02-03 03:20:00,372.6167,390.3137
2019-02-03 03:21:00,341.3548,370.1451
2019-02-03 03:22:00,352.9692,373.5495
2019-02-03 03:23:00,391.6475,385.7948
2019-02-03 03:24:00,367.4694,341.3150
2019-02-03 03:25:00,363.9479,350.0426
2019-02-03 03:26:00,327.6103,320.1274
2019-02-03 03:27:00,368.6109,337.6480
2019-02-03 03:28:00,361.4062,363.7471
2019-02-03 03:29:00,335.1329,332.5475
2019-02-03 03:30:00,351.7520,306.7820
2019-02-03 03:31:00,393.2021,366.7104
2019-02-03 03:32:00,385.4182,372.5360
2019-02-03 03:33:00,347.2250,361.4425
2019-02-03 03:34:00,390.0328,361.4619
2019-02-03 03:35:00,370.8034,371.3215
2019-02-03 03:36:00,343.7877,354.3431
2019-02-03 03:37:00,350.4890,319.9145
2019-02-03 03:38:00,376.5439,371.2809
2019-02-03 03:39:00,356.2544,366.2709
2019-02-03 03:40:00,365.4750,334.8343
2019-02-03 03:41:00,323.0193,327.3535
2019-02-03 03:42:00,357.5221,366.3890
2019-02-03 03:43:00,356.8047,331.4278
2019-02-03 03:44:00,325.5375,350.3185
2019-02-03 03:45:00,320.3215,319.6863
2019-02-03 03:46:00,399.8791,413.7280
2019-02-03 03:47:00,351.4127,385.4768
2019-02-03 03:48:00,349.5822,362.5098
2019-02-03 03:49:00,326.6406,363.1322
2019-02-03 03:50:00,337.4939,360.3370
2019-02-03 03:51:00,342.0098,339.9495
2019-02-03 03:52:00,312.0711,304.7638
2019-02-03 03:53:00,351.3614,389.5762
2019-02-03 03:54:00,344.7804,403.8852
2019-02-03 03:55:00,320.7120,346.3638
2019-02-03 03:56:00,329.3539,323.9632
2019-02-03 03:57:00,349.0381,390.4848
2019-02-03 03:58:00,329.1605,343.9619
2019-02-03 03:59:00,315.0699,309.3860
2019-02-03 04:00:00,315.6209,326.2800
2019-02-03 04:01:00,447.1917,431.0892
2019-02-03 04:02:00,429.8394,443.1524
2019-02-03 04:03:00,369.1348,407.8016
2019-02-03 04:04:00,445.2222,469.0274
2019-02-03 04:05:00,427.5548,450.2822
2019-02-03 04:06:00,409.1713,404.6831
2019-02-03 04:07:00,396.2745,419.0475
2019-02-03 04:08:00,457.3048,464.7601
2019-02-03 04:09:00,424.5443,424.8759
2019-02-03 04:10:00,405.7380,438.4946
2019-02-03 04:11:00,391.6861,419.0218
2019-02-03 04:12:00,459.6179,414.5088
2019-02-03 04:13:00,404.0531,392.2213
2019-02-03 04:14:00,416.5310,387.6270
2019-02-03 04:15:00,420.0047,386.6454
2019-02-03 04:16:00,440.4367,458.1420
2019-02-03 04:17:00,428.7616,451.0242
2019-02-03 04:18:00,400.0777,460.6044
2019-02-03 04:19:00,420.9949,422.7522
2019-02-03 04:20:00,403.6553,433.8684
2019-02-03 04:21:00,411.5633,424.1370
2019-02-03 04:22:00,418.0638,397.9652
2019-02-03 04:23:00,437.5389,430.6852
2019-02-03 04:24:00,416.7359,414.4322
2019-02-03 04:25:00,427.1354,412.5443
2019-02-03 04:26:00,399.3143,418.0318
2019-02-03 04:27:00,464.8378,420.7481
2019-02-03 04:28:00,421.7267,417.3534
2019-02-03 04:29:00,394.8473,380.4356
2019-02-03 04:30:00,385.2201,393.4669
2019-02-03 04:31:00,521.9633,476.4666
2019-02-03 04:32:00,531.6536,477.0567
2019-02-03 04:33:00,493.5410,445.0667
2019-02-03 04:34:00,485.1658,489.8474
2019-02-03 04:35:00,470.1303,443.4721
2019-02-03 04:36:00,445.2297,450.9056
2019-02-03 04:37:00,414.4999,429.2475
2019-02-03 04:38:00,468.7025,494.2089
2019-02-03 04:39:00,463.4028,484.8120
2019-02-03 04:40:00,453.3935,458.5180
2019-02-03 04:41:00,407.3358,426.1083
2019-02-03 04:42:00,449.5312,470.8683
2019-02-03 04:43:00,465.9092,489.4961
2019-02-03 04:44:00,408.7281,458.4453
2019-02-03 04:45:00,401.0779,459.5347
2019-02-03 04:46:00,576.3370,514.8528
2019-02-03 04:47:00,520.2151,512.1135
2019-02-03 04:48:00,498.0815,470.1864
2019-02-03 04:49:00,496.3333,509.2309
2019-02-03 04:50:00,511.1442,516.1804
2019-02-03 04:51:00,537.9085,523.8009
2019-02-03 04:52:00,506.2508,464.5446
2019-02-03 04:53:00,497.6779,517.6210
2019-02-03 04:54:00,474.2041,479.2245
2019-02-03 04:55:00,476.2482,473.5225
2019-02-03 04:56:00,471.0736,456.1343
2019-02-03 04:57:00,524.0416,491.3942
2019-02-03 04:58:00,495.3330,459.9002
2019-02-03 04:59:00,453.0701,494.7440
2019-02-03 05:00:00,457.9084,405.0510
2019-02-03 05:01:00,578.4268,600.2108
2019-02-03 05:02:00,524.8157,625.0036
2019-02-03 05:03:00,521.1931,569.3003
2019-02-03 05:04:00,590.3651,597.0042
2019-02-03 05:05:00,502.4998,592.7244
2019-02-03 05:06:00,573.9632,512.9492
2019-02-03 05:07:00,507.9469,523.0773
2019-02-03 05:08:00,567.5423,553.5736
2019-02-03 05:09:00,534.5974,532.8810
2019-02-03 05:10:00,533.4425,554.4380
2019-02-03 05:11:00,542.0107,526.1971
2019-02-03 05:12:00,547.2258,537.9985
2019-02-03 05:13:00,529.9924,548.1317
2019-02-03 05:14:00,480.6065,484.6553
2019-02-03 05:15:00,458.9633,489.5272
2019-02-03 05:16:00,591.0291,584.5834
2019-02-03 05:17:00,603.0315,596.8833
2019-02-03 05:18:00,559.3675,517.0657
2019-02-03 05:19:00,564.2406,587.9471
2019-02-03 05:20:00,544.0411,577.0140
2019-02-03 05:21:00,524.2095,594.3351
2019-02-03 05:22:00,492.6660,566.9497
2019-02-03 05:23:00,585.8499,660.9425
2019-02-03 05:24:00,589.0761,608.9626
2019-02-03 05:25:00,528.6000,521.5400
2019-02-03 05:26:00,576.3034,552.3511
2019-02-03 05:27:00,545.0063,599.4223
2019-02-03 05:28:00,518.4546,592.9515
2019-02-03 05:29:00,537.8330,527.9721
2019-02-03 05:30:00,510.9506,515.4281
2019-02-03 05:31:00,591.8241,608.7024
2019-02-03 05:32:00,564.7023,577.0470
2019-02-03 05:33:00,599.8016,562.0800
2019-02-03 05:34:00,580.6146,538.8918
2019-02-03 05:35:00,623.2478,556.3193
2019-02-03 05:36:00,584.1379,519.6909
2019-02-03 05:37:00,552.2042,524.4843
2019-02-03 05:38:00,616.1101,602.1407
2019-02-03 05:39:00,576.4322,583.3397
2019-02-03 05:40:00,617.2627,517.7017
2019-02-03 05:41:00,565.6559,486.4239
2019-02-03 05:42:00,567.9005,570.8211
2019-02-03 05:43:00,557.2974,560.1355
2019-02-03 05:44:00,542.5058,522.7323
2019-02-03 05:45:00,516.2934,509.8041
2019-02-03 05:46:00,628.2821,660.6189
2019-02-03 05:47:00,636.9419,614.7936
2019-02-03 05:48:00,580.8652,586.9604
2019-02-03 05:49:00,636.3517,589.0987
2019-02-03 05:50:00,593.1117,570.8289
2019-02-03 05:51:00,623.0234,534.5171
2019-02-03 05:52:00,579.9692,491.4024
2019-02-03 05:53:00,627.1842,612.1958
2019-02-03 05:54:00,552.6955,568.2997
2019-02-03 05:55:00,548.6480,552.8029
2019-02-03 05:56:00,590.0226,571.7352
2019-02-03 05:57:00,590.4129,519.5062
2019-02-03 05:58:00,537.2538,526.5638
2019-02-03 05:59:00,575.5344,536.7042
2019-02-03 06:00:00,525.1575,508.1340
2019-02-03 06:01:00,683.7604,725.6544
2019-02-03 06:02:00,732.7898,660.9368
2019-02-03 06:03:00,668.1163,576.3923
2019-02-03 06:04:00,621.5546,677.0667
2019-02-03 06:05:00,642.0063,656.8207
2019-02-03 06:06:00,637.9130,600.0105
2019-02-03 06:07:00,617.8416,585.6492
2019-02-03 06:08:00,652.0809,633.8932
2019-02-03 06:09:00,645.2223,622.6679
2019-02-03 06:10:00,597.2360,561.5325
2019-02-03 06:11:00,547.4872,587.6289
2019-02-03 06:12:00,594.1033,638.8694
2019-02-03 06:13:00,578.1514,602.6271
2019-02-03 06:14:00,556.0199,596.6118
2019-02-03 06:15:00,531.9188,536.9104
2019-02-03 06:16:00,620.9131,732.1042
2019-02-03 06:17:00,624.5343,639.0405
2019-02-03 06:18:00,614.2675,622.4783
2019-02-03 06:19:00,618.7585,614.0311
2019-02-03 06:20:00,609.0139,648.8628
2019-02-03 06:21:00,626.5902,626.3579
2019-02-03 06:22:00,549.2879,605.2491
2019-02-03 06:23:00,669.6408,580.0725
2019-02-03 06:24:00,573.2266,601.8733
2019-02-03 06:25:00,580.7525,562.4588
2019-02-03 06:26:00,591.0246,551.2403
2019-02-03 06:27:00,597.5322,597.7903
2019-02-03 06:28:00,559.0388,549.5002
2019-02-03 06:29:00,568.7275,540.2662
2019-02-03 06:30:00,557.7762,554.6543
2019-02-03 06:31:00,658.0130,681.4186
2019-02-03 06:32:00,607.0547,657.9389
2019-02-03 06:33:00,642.1676,624.5559
2019-02-03 06:34:00,617.9482,695.5809
2019-02-03 06:35:00,588.9462,686.3764
2019-02-03 06:36:00,565.9634,622.4947
2019-02-03 06:37:00,554.5952,574.1425
2019-02-03 06:38:00,700.0731,612.6886
2019-02-03 06:39:00,655.0628,600.5976
2019-02-03 06:40:00,572.5804,602.5229
2019-02-03 06:41:00,557.5287,604.1920
2019-02-03 06:42:00,559.9198,600.3642
2019-02-03 06:43:00,545.8103,636.1577
2019-02-03 06:44:00,557.9565,535.2405
2019-02-03 06:45:00,512.8938,559.5701
2019-02-03 06:46:00,660.1899,569.1582
2019-02-03 06:47:00,666.6485,611.7891
2019-02-03 06:48:00,566.3037,582.8296
2019-02-03 06:49:00,645.2335,641.0118
2019-02-03 06:50:00,639.3444,592.2196
2019-02-03 06:51:00,551.9315,576.5905
2019-02-03 06:52:00,568.0546,513.5401
2019-02-03 06:53:00,627.2929,640.6540
2019-02-03 06:54:00,620.0499,559.4619
2019-02-03 06:55:00,591.3610,549.4227
2019-02-03 06:56:00,562.7344,536.3753
2019-02-03 06:57:00,574.5198,558.7323
2019-02-03 06:58:00,561.3388,564.1035
2019-02-03 06:59:00,563.4123,576.8856
2019-02-03 07:00:00,529.9292,503.0742
2019-02-03 07:01:00,688.3410,696.9161
2019-02-03 07:02:00,644.5680,628.5703
2019-02-03 07:03:00,677.7516,640.8978
2019-02-03 07:04:00,632.6115,578.3698
2019-02-03 07:05:00,577.9102,572.3990
2019-02-03 07:06:00,616.3556,595.1340
