ts,Load_1,Load_2
2019-02-07 16:45:00,0.0673,0.0332
2019-02-07 17:00:00,0.0684,0.0339
2019-02-07 17:15:00,0.0716,0.0355
2019-02-07 17:30:00,0.0756,0.0380
2019-02-07 17:45:00,0.0798,0.0404
2019-02-07 18:00:00,0.0827,0.0417
2019-02-07 18:15:00,0.0877,0.0430
2019-02-07 18:30:00,0.0980,0.0423
2019-02-07 18:45:00,0.1039,0.0426
2019-02-07 19:00:00,0.1108,0.0419
2019-02-07 19:15:00,0.1112,0.0414
2019-02-07 19:30:00,0.1076,0.0412
2019-02-07 19:45:00,0.1039,0.0412
2019-02-07 20:00:00,0.1010,0.0393
2019-02-07 20:15:00,0.0965,0.0376
2019-02-07 20:30:00,0.0929,0.0346
2019-02-07 20:45:00,0.0775,0.0316
2019-02-07 21:00:00,0.0741,0.0285
2019-02-07 21:15:00,0.0625,0.0266
2019-02-07 21:30:00,0.0603,0.0258
2019-02-07 21:45:00,0.0586,0.0255
2019-02-07 22:00:00,0.0568,0.0255
2019-02-07 22:15:00,0.0557,0.0266
2019-02-07 22:30:00,0.0546,0.0268
2019-02-07 22:45:00,0.0535,0.0277
2019-02-07 23:00:00,0.0515,0.0274
2019-02-07 23:15:00,0.0488,0.0267
2019-02-07 23:30:00,0.0461,0.0255
2019-02-07 23:45:00,0.0434,0.0228
2019-02-08 00:00:00,0.0401,0.0208
